ticker,mentions,bullish_pct,bearish_pct,neutral_pct,sentiment_ratio,weighted_sentiment,avg_confidence
SMR,13,76.92307692307693,23.076923076923077,-1.0658141036401503e-14,3.333333333333334,40.38461538461538,71.92307692307692
C,17,76.47058823529412,23.52941176470588,3.552713678800501e-15,3.25,40.29411764705882,72.05882352941177
M,54,75.92592592592592,22.22222222222222,1.8518518518518547,3.4166666666666665,39.96296296296297,71.81481481481481
XLF,17,76.47058823529412,23.52941176470588,3.552713678800501e-15,3.25,39.41176470588235,71.17647058823529
ASAN,5,80.0,20.0,0.0,4.0,38.99999999999999,65.0
LMT,12,75.0,25.0,0.0,3.0,38.75,71.25
FOUR,8,75.0,25.0,0.0,3.0,38.75,71.25
LLY,33,75.75757575757575,24.242424242424242,7.105427357601002e-15,3.1249999999999996,38.63636363636364,71.96969696969697
MDB,32,75.0,25.0,0.0,3.0,38.43749999999999,72.1875
ROKU,29,75.86206896551724,24.137931034482758,3.552713678800501e-15,3.142857142857143,37.93103448275862,71.37931034482759
BBAI,24,79.16666666666666,20.833333333333336,7.105427357601002e-15,3.799999999999999,37.916666666666664,67.5
TSLA,943,75.18557794273595,24.496288441145282,0.31813361611877156,3.069264069264069,37.8791092258748,69.97348886532343
QCOM,25,76.0,24.0,0.0,3.1666666666666665,37.800000000000004,69.8
NVO,43,74.4186046511628,25.581395348837212,-7.105427357601002e-15,2.9090909090909087,37.67441860465116,72.09302325581395
SPY,894,75.72706935123043,24.272930648769574,0.0,3.119815668202765,37.62975391498876,69.31879194630872
DJT,27,74.07407407407408,25.925925925925924,0.0,2.8571428571428577,37.407407407407405,66.66666666666667
SNOW,75,73.33333333333333,25.333333333333336,1.3333333333333357,2.894736842105263,37.133333333333326,71.26666666666667
DASH,12,75.0,25.0,0.0,3.0,37.083333333333336,69.58333333333333
E,42,71.42857142857143,28.57142857142857,0.0,2.5000000000000004,36.42857142857142,71.66666666666667
VET,8,75.0,25.0,0.0,3.0,36.25,63.75
AMDL,9,77.77777777777779,22.22222222222222,-7.105427357601002e-15,3.5000000000000004,36.111111111111114,67.22222222222223
GOOGL,219,72.6027397260274,26.94063926940639,0.456621004566216,2.6949152542372885,35.91324200913244,70.57077625570776
AAPL,292,73.28767123287672,26.36986301369863,0.34246575342465135,2.7792207792207795,35.80479452054795,70.49657534246575
UX,15,73.33333333333333,26.666666666666668,3.552713678800501e-15,2.7499999999999996,35.666666666666664,71.66666666666667
HUBS,11,72.72727272727273,27.27272727272727,-3.552713678800501e-15,2.6666666666666674,35.45454545454545,69.0909090909091
RUM,15,73.33333333333333,26.666666666666668,3.552713678800501e-15,2.7499999999999996,35.33333333333333,70.66666666666667
CELH,86,73.25581395348837,26.744186046511626,3.552713678800501e-15,2.739130434782609,35.0581395348837,68.8953488372093
TRUMP,69,73.91304347826086,26.08695652173913,1.0658141036401503e-14,2.833333333333333,34.92753623188405,69.27536231884058
S,41,73.17073170731707,26.82926829268293,-3.552713678800501e-15,2.727272727272727,34.756097560975604,69.8780487804878
A,38,73.68421052631578,26.31578947368421,1.0658141036401503e-14,2.8,34.73684210526316,73.42105263157895
TTD,51,74.50980392156863,25.49019607843137,-3.552713678800501e-15,2.9230769230769234,34.70588235294117,68.62745098039215
NKE,73,73.97260273972603,26.027397260273972,0.0,2.8421052631578947,34.65753424657534,69.58904109589041
IWM,125,72.8,27.200000000000003,0.0,2.676470588235294,33.99999999999998,70.8
MPW,8,75.0,25.0,0.0,3.0,33.75,71.25
MSTR,312,71.47435897435898,27.564102564102566,0.9615384615384563,2.5930232558139537,33.68589743589743,69.69551282051282
TGT,11,72.72727272727273,27.27272727272727,-3.552713678800501e-15,2.6666666666666674,33.63636363636363,75.45454545454545
B,63,73.01587301587301,26.984126984126984,3.552713678800501e-15,2.705882352941176,33.25396825396824,68.80952380952381
SOC,11,72.72727272727273,27.27272727272727,-3.552713678800501e-15,2.6666666666666674,33.18181818181819,67.72727272727273
CMG,11,72.72727272727273,27.27272727272727,-3.552713678800501e-15,2.6666666666666674,32.727272727272734,67.27272727272727
U,30,73.33333333333333,26.666666666666668,3.552713678800501e-15,2.7499999999999996,32.26666666666665,69.93333333333334
BUR,7,71.42857142857143,28.57142857142857,0.0,2.5000000000000004,31.428571428571434,65.71428571428571
RIDE,15,73.33333333333333,26.666666666666668,3.552713678800501e-15,2.7499999999999996,30.666666666666664,66.0
BAC,13,69.23076923076923,30.76923076923077,3.552713678800501e-15,2.25,30.384615384615387,71.15384615384616
VOO,12,66.66666666666666,33.33333333333333,1.4210854715202004e-14,2.0,29.58333333333334,72.08333333333333
VIX,185,69.1891891891892,30.270270270270274,0.5405405405405332,2.2857142857142856,29.216216216216235,69.8108108108108
XBI,69,69.56521739130434,30.434782608695656,0.0,2.285714285714285,28.985507246376812,68.55072463768116
SQ,95,68.42105263157895,31.57894736842105,3.552713678800501e-15,2.1666666666666665,28.842105263157887,70.21052631578948
GE,10,70.0,30.0,0.0,2.3333333333333335,28.499999999999996,71.5
T,20,70.0,30.0,0.0,2.3333333333333335,28.499999999999996,67.0
SGMO,32,71.875,28.125,0.0,2.5555555555555554,28.4375,64.6875
PEP,9,66.66666666666666,33.33333333333333,1.4210854715202004e-14,2.0,28.333333333333332,69.44444444444444
DIS,35,68.57142857142857,31.428571428571427,3.552713678800501e-15,2.1818181818181817,27.571428571428573,68.42857142857143
NEE,6,66.66666666666666,33.33333333333333,1.4210854715202004e-14,2.0,27.499999999999996,70.83333333333333
LYFT,16,68.75,31.25,0.0,2.2,27.187499999999996,72.1875
N,6,66.66666666666666,33.33333333333333,1.4210854715202004e-14,2.0,25.83333333333333,62.5
LVMUY,15,66.66666666666666,33.33333333333333,1.4210854715202004e-14,2.0,25.33333333333333,70.0
AMC,14,64.28571428571429,35.714285714285715,-7.105427357601002e-15,1.8,24.28571428571428,69.28571428571429
TLT,115,66.95652173913044,33.04347826086956,0.0,2.0263157894736845,24.260869565217384,69.04347826086956
USA,5,60.0,40.0,0.0,1.5,23.0,69.0
PAYC,5,60.0,40.0,0.0,1.5,23.0,65.0
EPS,86,61.627906976744185,38.372093023255815,0.0,1.606060606060606,22.151162790697697,75.40697674418605
HPE,5,60.0,40.0,0.0,1.5,21.999999999999996,74.0
CAVA,37,62.16216216216216,35.13513513513514,2.7027027027027017,1.7692307692307692,21.62162162162161,67.83783783783784
RBLX,41,63.41463414634146,36.58536585365854,0.0,1.7333333333333334,21.58536585365853,67.92682926829268
IBM,27,62.96296296296296,37.03703703703704,0.0,1.7,21.48148148148148,68.88888888888889
EL,14,64.28571428571429,35.714285714285715,-7.105427357601002e-15,1.8,21.428571428571427,67.14285714285714
XLE,19,63.1578947368421,36.84210526315789,7.105427357601002e-15,1.7142857142857144,21.315789473684205,68.15789473684211
R,12,66.66666666666666,33.33333333333333,1.4210854715202004e-14,2.0,20.833333333333336,67.5
ZM,12,66.66666666666666,33.33333333333333,1.4210854715202004e-14,2.0,20.0,75.0
VX,8,62.5,37.5,0.0,1.6666666666666667,19.375000000000004,69.375
ARKK,30,60.0,36.666666666666664,3.3333333333333357,1.6363636363636365,18.833333333333332,69.83333333333333
SNAP,28,64.28571428571429,35.714285714285715,-7.105427357601002e-15,1.8,18.57142857142857,71.07142857142857
ELF,19,63.1578947368421,36.84210526315789,7.105427357601002e-15,1.7142857142857144,17.631578947368425,72.36842105263158
CROX,5,60.0,40.0,0.0,1.5,17.0,69.0
D,5,60.0,40.0,0.0,1.5,17.0,67.0
MAGS,5,60.0,40.0,0.0,1.5,17.0,71.0
DLO,5,60.0,40.0,0.0,1.5,17.0,73.0
ON,5,60.0,40.0,0.0,1.5,16.0,72.0
WING,7,57.14285714285714,42.857142857142854,7.105427357601002e-15,1.3333333333333333,15.714285714285717,71.42857142857143
SIRI,10,60.0,40.0,0.0,1.5,15.499999999999996,69.5
BEAM,5,60.0,40.0,0.0,1.5,14.999999999999996,69.0
WBA,7,57.14285714285714,42.857142857142854,7.105427357601002e-15,1.3333333333333333,14.999999999999996,66.42857142857143
CVNA,39,58.97435897435898,41.02564102564102,0.0,1.4375000000000002,13.461538461538458,68.84615384615384
SBUX,31,58.06451612903226,41.935483870967744,-7.105427357601002e-15,1.3846153846153846,12.741935483870966,68.87096774193549
LAZR,5,60.0,40.0,0.0,1.5,12.000000000000002,72.0
SMH,62,54.83870967741935,43.54838709677419,1.6129032258064555,1.2592592592592593,8.790322580645157,68.79032258064517
DXY,51,54.90196078431373,45.09803921568628,-7.105427357601002e-15,1.2173913043478262,8.686274509803923,69.66666666666667
MRNA,9,55.55555555555556,44.44444444444444,0.0,1.25,7.777777777777777,66.66666666666667
FART,9,55.55555555555556,44.44444444444444,0.0,1.25,5.0,57.22222222222222
CRSP,11,54.54545454545454,45.45454545454545,7.105427357601002e-15,1.2,4.09090909090909,65.9090909090909
APP,82,52.4390243902439,47.5609756097561,0.0,1.1025641025641024,3.902439024390244,70.85365853658537
OXY,10,50.0,50.0,0.0,1.0,3.4999999999999996,69.5
ASPI,6,50.0,50.0,0.0,1.0,3.333333333333335,66.66666666666667
IONQ,117,51.28205128205128,48.717948717948715,7.105427357601002e-15,1.0526315789473684,2.948717948717947,71.15384615384616
EA,8,50.0,50.0,0.0,1.0,1.2499999999999982,72.5
QBTS,18,50.0,50.0,0.0,1.0,0.8333333333333323,68.05555555555556
H,9,44.44444444444444,55.55555555555556,0.0,0.7999999999999999,-0.5555555555555574,65.0
CTAS,9,44.44444444444444,55.55555555555556,0.0,0.7999999999999999,-4.444444444444443,68.88888888888889
US,7,42.857142857142854,57.14285714285714,7.105427357601002e-15,0.75,-5.0,66.42857142857143
NTLA,7,42.857142857142854,57.14285714285714,7.105427357601002e-15,0.75,-7.1428571428571415,65.71428571428571
DAVE,7,42.857142857142854,57.14285714285714,7.105427357601002e-15,0.75,-7.142857142857142,77.14285714285714
RENB,9,44.44444444444444,55.55555555555556,0.0,0.7999999999999999,-7.222222222222221,65.0
BA,23,43.47826086956522,56.52173913043478,0.0,0.7692307692307693,-8.478260869565217,71.08695652173913
TTAN,5,40.0,60.0,0.0,0.6666666666666666,-10.0,68.0
UPS,7,42.857142857142854,57.14285714285714,7.105427357601002e-15,0.75,-10.714285714285717,69.28571428571429
AAP,12,41.66666666666667,58.333333333333336,-7.105427357601002e-15,0.7142857142857143,-11.249999999999998,67.08333333333333
MCD,10,40.0,60.0,0.0,0.6666666666666666,-11.500000000000002,69.5
EQIX,18,38.88888888888889,61.111111111111114,-7.105427357601002e-15,0.6363636363636364,-13.333333333333334,71.66666666666667
MTCH,13,38.46153846153847,61.53846153846154,-7.105427357601002e-15,0.6250000000000001,-14.615384615384613,67.6923076923077
MELAN,10,40.0,60.0,0.0,0.6666666666666666,-15.500000000000004,67.5
DG,8,37.5,62.5,0.0,0.6,-17.5,68.75
QUBT,23,34.78260869565217,65.21739130434783,0.0,0.5333333333333333,-17.82608695652174,70.43478260869566
RGTI,41,36.58536585365854,63.41463414634146,0.0,0.576923076923077,-19.268292682926838,71.46341463414635
KVYO,6,33.33333333333333,66.66666666666666,1.4210854715202004e-14,0.5,-20.833333333333336,69.16666666666667
NFE,7,28.57142857142857,71.42857142857143,0.0,0.39999999999999997,-22.857142857142858,62.857142857142854
QS,15,33.33333333333333,66.66666666666666,1.4210854715202004e-14,0.5,-23.999999999999996,71.33333333333333
TNX,11,27.27272727272727,72.72727272727273,0.0,0.37499999999999994,-28.18181818181818,64.54545454545455
SAVA,17,29.411764705882355,70.58823529411765,0.0,0.4166666666666667,-32.94117647058824,68.82352941176471
SOXL,10,20.0,80.0,0.0,0.25,-40.0,68.0
BMBL,21,19.047619047619047,80.95238095238095,0.0,0.23529411764705882,-40.71428571428572,65.47619047619048
AX,14,21.428571428571427,78.57142857142857,0.0,0.2727272727272727,-40.71428571428572,72.85714285714286
DNA,16,18.75,81.25,0.0,0.23076923076923078,-42.1875,70.3125
SEZL,5,20.0,80.0,0.0,0.25,-48.00000000000001,76.0
EH,20,15.0,85.0,0.0,0.17647058823529413,-51.24999999999999,72.75
FRHC,22,9.090909090909092,90.9090909090909,0.0,0.1,-52.5,65.68181818181819
IEP,25,12.0,88.0,0.0,0.13636363636363635,-53.79999999999999,69.0
ZETA,46,10.869565217391305,89.13043478260869,0.0,0.12195121951219513,-55.869565217391305,70.0
TICK,7,0.0,100.0,0.0,0.0,-57.14285714285714,57.142857142857146
PACS,15,0.0,100.0,0.0,0.0,-57.666666666666664,57.666666666666664
TIO,17,5.88235294117647,94.11764705882352,1.4210854715202004e-14,0.0625,-63.82352941176469,72.05882352941177
BLI,13,7.6923076923076925,92.3076923076923,0.0,0.08333333333333334,-63.84615384615384,71.53846153846153
LPP,5,0.0,100.0,0.0,0.0,-64.0,64.0
TWST,27,7.4074074074074066,92.5925925925926,0.0,0.07999999999999999,-64.25925925925927,76.11111111111111
SIVB,6,0.0,100.0,0.0,0.0,-65.0,65.0
MSS,8,0.0,100.0,0.0,0.0,-65.625,65.625
LFST,13,0.0,100.0,0.0,0.0,-65.76923076923076,65.76923076923077
NVRO,18,5.555555555555555,94.44444444444444,0.0,0.058823529411764705,-68.33333333333333,75.0
SI,7,0.0,100.0,0.0,0.0,-71.42857142857143,71.42857142857143
TEMN,11,0.0,100.0,0.0,0.0,-71.81818181818183,71.81818181818181
TMSNY,11,0.0,100.0,0.0,0.0,-71.81818181818183,71.81818181818181
AXGN,5,0.0,100.0,0.0,0.0,-73.0,73.0
MDRX,5,0.0,100.0,0.0,0.0,-73.0,73.0
HRMY,17,0.0,100.0,0.0,0.0,-73.82352941176471,73.82352941176471
ALLK,6,0.0,100.0,0.0,0.0,-74.16666666666667,74.16666666666667
GDHG,17,0.0,100.0,0.0,0.0,-74.99999999999999,75.0
NKLA,5,0.0,100.0,0.0,0.0,-76.0,76.0
GALT,5,0.0,100.0,0.0,0.0,-79.0,79.0
AILE,8,0.0,100.0,0.0,0.0,-85.00000000000001,85.0
